"","SHA Code","PCT Code","PCT Name","Treatment Function Code","Treatment Function",">0-1",">1-2",">2-3",">3-4",">4-5",">5-6",">6-7",">7-8",">8-9",">9-10",">10-11",">11-12",">12-13",">13-14",">14-15",">15-16",">16-17",">17-18",">18-19",">19-20",">20-21",">21-22",">22-23",">23-24",">24-25",">25-26",">26-27",">27-28",">28-29",">29-30",">30-31",">31-32",">32-33",">33-34",">34-35",">35-36",">36-37",">37-38",">38-39",">39-40",">40-41",">41-42",">42-43",">43-44",">44-45",">45-46",">46-47",">47-48",">48-49",">49-50",">50-51",">51-52","52 plus","Total number of incomplete pathways","Total within 18 weeks","% within 18 weeks"
"37","Q30","5D8","NORTH TYNESIDE PCT","IP430","Geriatric Medicine",31,17,32,11,7,12,14,11,6,11,5,3,7,7,3,2,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,182,0.978494623655914
"38","Q30","5D8","NORTH TYNESIDE PCT","IP502","Gynaecology",85,62,56,65,36,48,35,40,25,27,24,23,18,19,7,14,10,9,5,7,9,3,4,0,2,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,10,652,603,0.924846625766871
"39","Q30","5D8","NORTH TYNESIDE PCT","IP999","Total",831,686,640,588,267,389,465,451,432,431,399,358,323,288,250,271,221,175,160,138,118,79,58,56,40,45,37,29,33,25,29,22,16,14,14,8,13,12,8,5,7,9,5,4,5,7,8,1,2,1,2,3,221,8699,7465,0.858144614323485
"40","Q30","5D8","NORTH TYNESIDE PCT","IPX01","Other",121,133,106,86,42,59,65,70,68,65,46,45,50,37,34,32,46,23,17,25,18,9,10,8,5,13,8,4,7,5,7,3,1,2,0,1,2,1,3,1,2,0,1,1,4,0,1,0,0,1,0,1,38,1327,1128,0.850037678975132
"41","Q30","5D9","HARTLEPOOL PCT","IP100","General Surgery",99,68,66,54,30,20,29,36,21,24,18,22,24,15,11,9,6,9,4,7,7,5,2,1,1,1,5,1,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,606,561,0.925742574257426
"42","Q30","5D9","HARTLEPOOL PCT","IP101","Urology",28,29,26,12,16,8,12,15,5,14,11,9,5,5,3,2,1,3,3,1,1,0,1,0,3,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,223,204,0.914798206278027
"43","Q30","5D9","HARTLEPOOL PCT","IP110","Trauma & Orthopaedics",89,119,102,64,59,59,56,82,59,68,49,55,39,28,36,27,20,14,7,4,3,4,2,2,2,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1056,1025,0.970643939393939
"44","Q30","5D9","HARTLEPOOL PCT","IP120","ENT",39,43,27,28,21,13,24,23,32,16,12,12,15,8,10,6,4,3,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,336,0.98533724340176
"45","Q30","5D9","HARTLEPOOL PCT","IP130","Ophthalmology",73,61,36,31,21,17,21,29,27,12,6,20,8,6,8,8,5,3,0,4,0,1,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,392,0.972704714640199
"46","Q30","5D9","HARTLEPOOL PCT","IP140","Oral Surgery",5,17,20,5,7,5,8,9,14,14,6,11,5,4,4,3,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,142,0.986111111111111
"47","Q30","5D9","HARTLEPOOL PCT","IP150","Neurosurgery",0,1,1,1,0,0,1,1,0,3,3,2,1,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,0.9
"48","Q30","5D9","HARTLEPOOL PCT","IP160","Plastic Surgery",16,14,13,7,7,9,13,10,11,18,6,14,12,15,9,9,5,6,3,2,2,0,1,1,0,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,211,194,0.919431279620853
"49","Q30","5D9","HARTLEPOOL PCT","IP170","Cardiothoracic Surgery",1,0,2,1,0,0,1,0,1,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1
"50","Q30","5D9","HARTLEPOOL PCT","IP300","General Medicine",54,40,30,27,13,13,10,22,14,11,8,11,3,4,6,5,5,0,2,4,4,3,3,4,6,4,1,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,320,276,0.8625
"51","Q30","5D9","HARTLEPOOL PCT","IP301","Gastroenterology",30,18,31,21,15,5,16,6,6,5,7,7,4,3,4,1,2,5,2,2,1,1,0,2,1,4,1,0,0,0,0,1,0,1,2,0,1,1,0,2,1,1,0,0,1,0,0,1,0,0,0,0,5,217,186,0.857142857142857
"52","Q30","5D9","HARTLEPOOL PCT","IP320","Cardiology",14,14,15,10,8,7,5,6,4,3,5,0,4,0,4,2,3,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,106,0.963636363636364
"53","Q30","5D9","HARTLEPOOL PCT","IP330","Dermatology",28,22,16,21,10,6,11,18,2,4,6,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,149,1
"54","Q30","5D9","HARTLEPOOL PCT","IP340","Thoracic Medicine",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
"55","Q30","5D9","HARTLEPOOL PCT","IP400","Neurology",6,9,14,5,4,6,11,6,4,1,4,4,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,1
"56","Q30","5D9","HARTLEPOOL PCT","IP410","Rheumatology",12,12,5,4,2,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,1
"57","Q30","5D9","HARTLEPOOL PCT","IP430","Geriatric Medicine",11,13,6,6,4,7,3,2,3,1,4,2,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,65,0.955882352941176
"58","Q30","5D9","HARTLEPOOL PCT","IP502","Gynaecology",46,44,22,23,11,17,21,19,8,2,8,4,8,5,1,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,248,0.992
"59","Q30","5D9","HARTLEPOOL PCT","IP999","Total",596,584,472,358,245,221,279,318,231,217,173,191,148,107,106,93,71,56,22,28,24,20,13,14,16,11,9,9,4,5,7,5,2,3,6,1,2,4,0,2,1,1,2,0,2,0,0,2,1,1,0,0,16,4699,4466,0.950414981911045
"60","Q30","5D9","HARTLEPOOL PCT","IPX01","Other",45,60,39,38,17,26,36,32,20,21,18,15,17,10,6,9,14,1,0,1,4,3,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,441,424,0.961451247165533
"61","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP100","General Surgery",119,126,99,98,38,35,49,43,49,49,38,43,39,13,20,11,18,17,6,8,4,5,1,7,1,3,2,1,2,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,955,904,0.946596858638743
"62","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP101","Urology",49,61,59,48,31,25,28,24,26,19,19,11,18,11,15,12,3,4,3,4,2,0,1,0,1,2,3,0,0,0,0,2,0,0,0,1,1,2,2,1,1,0,0,0,1,0,3,0,0,1,1,0,3,498,463,0.929718875502008
"63","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP110","Trauma & Orthopaedics",140,156,196,199,107,85,107,155,121,155,103,82,95,62,64,50,44,25,18,17,6,9,6,5,3,6,5,4,6,3,4,3,1,4,6,1,2,0,2,2,1,1,1,0,4,1,0,1,0,2,0,1,3,2074,1946,0.938283510125362
"64","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP120","ENT",84,94,95,62,51,51,78,61,71,54,50,42,39,26,27,20,25,15,5,4,3,1,3,2,2,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971,945,0.973223480947477
"65","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP130","Ophthalmology",100,109,101,91,38,57,78,82,74,50,44,33,35,12,17,15,7,11,7,5,4,5,3,1,2,0,0,1,1,0,3,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,994,954,0.959758551307847
"66","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP140","Oral Surgery",23,23,37,40,9,15,19,22,13,19,11,8,11,14,10,8,11,8,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,301,0.970967741935484
"67","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP150","Neurosurgery",4,7,3,4,2,5,6,3,3,4,1,0,2,2,0,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,51,0.944444444444444
"68","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP160","Plastic Surgery",24,27,39,16,14,20,24,27,26,19,11,15,12,11,18,15,10,19,3,5,1,9,4,3,1,0,0,3,2,3,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,389,347,0.892030848329049
"69","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP170","Cardiothoracic Surgery",2,0,1,4,0,1,2,2,2,2,1,3,0,1,2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,0.933333333333333
"70","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP300","General Medicine",48,64,32,34,11,6,13,15,11,7,16,13,5,4,7,4,3,1,1,4,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,318,294,0.924528301886792
"71","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP301","Gastroenterology",77,70,55,54,17,27,24,30,21,18,13,12,16,11,7,4,7,5,8,4,0,6,5,5,3,4,3,1,2,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,519,468,0.901734104046243
"72","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP320","Cardiology",36,46,45,50,17,15,31,7,10,12,12,13,9,5,3,9,9,5,0,2,1,2,3,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,334,0.962536023054755
"73","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP330","Dermatology",42,46,58,34,17,28,25,16,18,9,10,7,1,3,3,0,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,321,0.990740740740741
"74","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP340","Thoracic Medicine",3,3,0,0,1,3,0,2,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,1
"75","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP400","Neurology",24,23,24,21,7,13,24,15,21,9,17,13,7,2,2,8,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,243,241,0.991769547325103
"76","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP410","Rheumatology",18,12,19,20,5,6,7,8,6,7,2,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,114,0.991304347826087
"77","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP430","Geriatric Medicine",22,22,15,12,7,3,4,4,6,3,5,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,110,0.990990990990991
"78","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP502","Gynaecology",104,67,47,53,28,33,42,25,19,15,14,21,16,8,8,13,8,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,524,0.996197718631179
"79","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP999","Total",1041,1049,1007,922,417,496,608,585,529,477,391,341,334,205,221,185,170,138,60,59,31,41,32,31,22,22,18,12,16,9,12,9,3,7,8,3,5,6,8,4,4,1,3,0,5,2,4,1,0,5,2,1,35,9597,9116,0.949880170886735
"80","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IPX01","Other",122,93,82,82,17,68,47,44,32,25,23,23,26,15,17,11,14,12,7,4,6,2,3,3,6,3,2,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,801,753,0.940074906367041
"81","Q30","5J9","DARLINGTON PCT","IP100","General Surgery",53,37,46,31,14,29,21,19,27,17,21,14,14,7,7,2,9,3,1,2,3,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,371,0.963636363636364
"82","Q30","5J9","DARLINGTON PCT","IP101","Urology",23,23,19,16,11,14,14,21,12,6,8,13,5,4,0,0,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,203,193,0.950738916256158
"83","Q30","5J9","DARLINGTON PCT","IP110","Trauma & Orthopaedics",72,62,63,43,35,51,58,41,42,26,23,21,19,16,18,13,8,4,4,3,1,1,3,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,638,615,0.963949843260188
"84","Q30","5J9","DARLINGTON PCT","IP120","ENT",34,21,18,15,6,7,10,12,11,9,4,5,5,1,4,2,5,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,172,0.982857142857143
"85","Q30","5J9","DARLINGTON PCT","IP130","Ophthalmology",66,72,45,27,15,23,38,26,27,21,22,10,8,11,11,0,3,4,3,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,443,429,0.968397291196388
"86","Q30","5J9","DARLINGTON PCT","IP140","Oral Surgery",10,15,12,3,3,8,8,0,6,6,6,3,4,1,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,87,0.935483870967742
