"","SHA Code","PCT Code","PCT Name","Treatment Function Code","Treatment Function",">0-1",">1-2",">2-3",">3-4",">4-5",">5-6",">6-7",">7-8",">8-9",">9-10",">10-11",">11-12",">12-13",">13-14",">14-15",">15-16",">16-17",">17-18",">18-19",">19-20",">20-21",">21-22",">22-23",">23-24",">24-25",">25-26",">26-27",">27-28",">28-29",">29-30",">30-31",">31-32",">32-33",">33-34",">34-35",">35-36",">36-37",">37-38",">38-39",">39-40",">40-41",">41-42",">42-43",">43-44",">44-45",">45-46",">46-47",">47-48",">48-49",">49-50",">50-51",">51-52","52 plus","Total number of incomplete pathways","Total within 18 weeks","% within 18 weeks"
"11","Q30","5D7","NEWCASTLE PCT","IP301","Gastroenterology",52,33,32,26,20,16,26,10,13,13,6,14,9,10,2,3,5,1,6,5,8,13,6,6,8,3,3,6,2,4,4,2,1,3,3,3,4,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,386,291,0.753886010362694
"12","Q30","5D7","NEWCASTLE PCT","IP320","Cardiology",46,49,53,24,48,23,35,25,32,21,36,12,29,13,22,24,14,2,23,20,18,14,8,9,14,14,25,20,7,5,13,10,12,4,2,4,2,9,1,2,3,0,0,0,2,0,0,2,3,0,3,3,36,796,508,0.638190954773869
"13","Q30","5D7","NEWCASTLE PCT","IP330","Dermatology",125,117,83,60,71,93,70,39,32,22,17,13,10,8,10,9,3,4,6,9,14,8,12,9,31,46,20,13,11,4,1,1,2,2,4,1,3,4,1,1,0,0,0,0,1,0,1,3,0,1,0,0,8,1003,786,0.783649052841476
"14","Q30","5D7","NEWCASTLE PCT","IP340","Thoracic Medicine",48,30,38,22,24,11,15,11,5,8,2,9,10,6,10,2,2,4,5,1,2,2,1,6,3,9,7,1,4,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,308,257,0.834415584415584
"15","Q30","5D7","NEWCASTLE PCT","IP400","Neurology",47,47,61,35,25,31,52,31,56,32,16,8,7,9,4,10,4,4,4,7,7,8,4,6,7,23,15,10,4,2,1,3,3,8,9,5,3,2,4,3,0,6,2,2,0,1,0,3,0,1,0,2,6,640,479,0.7484375
"16","Q30","5D7","NEWCASTLE PCT","IP410","Rheumatology",110,72,59,42,59,55,30,18,43,31,11,8,20,28,16,15,10,7,15,11,13,6,2,13,6,13,11,3,1,3,0,2,1,0,2,0,0,1,1,0,0,3,1,0,2,1,1,0,1,0,0,0,7,754,634,0.840848806366048
"17","Q30","5D7","NEWCASTLE PCT","IP430","Geriatric Medicine",38,20,22,11,25,23,18,7,15,6,8,4,0,3,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,210,201,0.957142857142857
"18","Q30","5D7","NEWCASTLE PCT","IP502","Gynaecology",178,114,94,88,75,79,89,59,56,40,25,54,25,26,35,31,20,9,11,18,18,13,15,10,22,58,20,12,13,3,8,5,3,3,3,1,3,2,7,2,3,1,0,1,2,0,5,1,0,1,0,1,56,1418,1097,0.773624823695346
"19","Q30","5D7","NEWCASTLE PCT","IP999","Total",1915,1597,1476,926,1149,1346,1126,838,972,756,612,567,502,465,374,372,288,146,281,301,293,288,280,288,311,500,307,276,193,179,129,136,113,112,100,97,80,58,60,38,36,41,20,21,30,16,26,22,22,12,9,21,669,20792,15427,0.741968064640246
"20","Q30","5D7","NEWCASTLE PCT","IPX01","Other",301,332,265,169,202,294,262,186,211,148,132,115,94,95,67,49,53,19,58,64,56,56,78,71,79,102,46,55,40,41,15,17,18,21,11,12,14,14,9,6,11,3,4,7,5,3,5,3,3,2,2,8,159,4092,2994,0.731671554252199
"21","Q30","5D8","NORTH TYNESIDE PCT","IP100","General Surgery",226,141,139,60,86,76,52,49,40,33,28,28,31,17,14,19,12,9,9,15,7,14,8,4,6,4,13,4,7,5,7,5,1,0,1,2,0,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,7,1186,1060,0.893760539629005
"22","Q30","5D8","NORTH TYNESIDE PCT","IP101","Urology",80,76,55,35,66,43,29,33,33,21,17,19,20,20,13,17,13,9,13,12,17,4,9,10,9,9,5,5,5,1,3,6,3,3,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,4,724,599,0.827348066298343
"23","Q30","5D8","NORTH TYNESIDE PCT","IP110","Trauma & Orthopaedics",263,224,164,95,152,156,119,97,106,98,90,51,64,38,35,33,23,16,18,17,14,15,18,16,10,35,14,13,11,8,15,8,10,7,5,7,12,4,4,3,1,0,2,1,2,1,2,1,1,1,2,1,39,2142,1824,0.851540616246499
"24","Q30","5D8","NORTH TYNESIDE PCT","IP120","ENT",124,127,149,75,84,102,69,72,56,47,39,43,24,29,22,23,12,9,10,14,8,14,14,19,20,38,32,12,10,13,4,11,7,7,3,4,4,3,1,1,1,7,1,1,1,0,1,2,2,1,0,1,15,1388,1106,0.796829971181556
"25","Q30","5D8","NORTH TYNESIDE PCT","IP130","Ophthalmology",184,127,133,51,105,83,83,72,66,68,43,44,37,41,35,23,19,4,17,6,18,22,11,13,10,8,13,6,11,8,10,9,10,4,3,5,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,70,1477,1218,0.824644549763033
"26","Q30","5D8","NORTH TYNESIDE PCT","IP140","Oral Surgery",22,37,32,27,41,26,25,35,48,34,34,43,18,38,20,24,11,2,25,15,19,19,9,27,6,17,7,15,9,10,9,10,7,2,3,7,1,6,1,1,1,2,4,6,1,2,5,2,1,2,2,0,17,787,517,0.656925031766201
"27","Q30","5D8","NORTH TYNESIDE PCT","IP150","Neurosurgery",18,14,11,7,10,11,22,11,5,9,1,7,11,4,5,7,3,6,11,4,0,2,4,13,10,8,2,5,8,5,6,3,6,9,3,4,5,0,0,1,2,1,0,2,1,0,1,0,0,1,0,1,19,299,162,0.54180602006689
"28","Q30","5D8","NORTH TYNESIDE PCT","IP160","Plastic Surgery",28,20,25,15,23,18,28,21,19,10,10,4,9,7,10,2,5,2,5,2,6,5,3,8,6,7,10,11,6,4,4,2,3,5,2,3,0,2,2,1,0,3,2,2,1,3,1,0,0,0,2,0,23,390,256,0.656410256410256
"29","Q30","5D8","NORTH TYNESIDE PCT","IP170","Cardiothoracic Surgery",0,0,0,0,3,0,1,6,1,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,1,2,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,29,13,0.448275862068966
"30","Q30","5D8","NORTH TYNESIDE PCT","IP300","General Medicine",239,151,118,75,122,69,75,64,61,24,40,26,24,14,15,9,7,7,6,4,5,3,7,2,1,2,5,1,0,2,2,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1192,1140,0.956375838926174
"31","Q30","5D8","NORTH TYNESIDE PCT","IP301","Gastroenterology",8,6,8,4,6,4,3,2,2,0,0,6,0,2,2,0,0,0,3,1,1,2,0,0,3,2,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,53,0.736111111111111
"32","Q30","5D8","NORTH TYNESIDE PCT","IP320","Cardiology",17,22,18,6,17,21,8,7,8,8,8,6,7,13,5,10,2,4,4,1,9,4,4,0,1,4,4,7,1,2,4,1,1,1,2,1,0,4,1,0,0,0,1,0,1,0,0,0,2,1,0,0,8,256,187,0.73046875
"33","Q30","5D8","NORTH TYNESIDE PCT","IP330","Dermatology",97,81,67,36,51,63,54,34,18,17,18,15,3,6,6,10,3,5,4,8,7,5,8,6,27,36,21,10,4,6,7,9,1,3,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,10,764,584,0.764397905759162
"34","Q30","5D8","NORTH TYNESIDE PCT","IP340","Thoracic Medicine",11,15,7,4,3,2,5,3,1,1,3,5,3,5,2,0,0,0,0,1,1,0,1,3,4,1,2,1,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,70,0.786516853932584
"35","Q30","5D8","NORTH TYNESIDE PCT","IP400","Neurology",26,38,38,27,19,15,30,18,22,23,18,7,10,3,2,9,3,1,2,6,3,2,1,5,7,11,9,3,5,4,1,0,1,2,5,2,3,0,2,1,0,2,0,1,2,1,0,1,1,0,0,0,6,398,309,0.776381909547739
"36","Q30","5D8","NORTH TYNESIDE PCT","IP410","Rheumatology",47,24,33,17,30,30,33,16,19,13,7,8,6,10,10,6,2,1,4,4,4,6,3,1,1,4,1,0,4,0,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,355,312,0.87887323943662
"37","Q30","5D8","NORTH TYNESIDE PCT","IP430","Geriatric Medicine",43,26,33,19,16,12,14,17,12,11,2,6,3,3,2,3,4,1,9,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,227,0.945833333333333
"38","Q30","5D8","NORTH TYNESIDE PCT","IP502","Gynaecology",139,104,95,69,92,65,46,49,45,27,23,15,15,14,10,12,3,5,7,0,3,1,6,5,2,13,7,2,3,3,2,3,2,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,17,912,828,0.907894736842105
"39","Q30","5D8","NORTH TYNESIDE PCT","IP999","Total",1823,1409,1290,736,1082,941,823,720,675,518,458,396,328,315,256,246,160,91,173,137,152,155,129,167,157,252,176,125,117,91,94,97,69,59,38,49,32,32,27,17,12,25,16,25,15,8,15,9,10,10,12,4,339,15112,12267,0.811739015352038
"40","Q30","5D8","NORTH TYNESIDE PCT","IPX01","Other",251,176,165,114,156,145,127,114,113,74,77,63,43,50,48,39,37,10,25,26,26,37,23,35,33,51,28,26,29,20,19,22,15,10,7,9,3,7,12,8,4,3,5,7,5,0,3,2,3,3,3,1,100,2412,1802,0.747097844112769
"41","Q30","5D9","HARTLEPOOL PCT","IP100","General Surgery",94,81,80,36,51,49,39,27,26,28,16,10,16,10,7,11,6,5,4,1,6,4,11,2,0,3,3,0,1,1,0,1,2,1,1,1,1,0,1,3,1,0,0,0,1,0,1,1,0,1,0,0,2,646,592,0.91640866873065
"42","Q30","5D9","HARTLEPOOL PCT","IP101","Urology",25,29,26,18,17,14,20,9,9,13,11,6,3,5,6,2,5,2,2,1,0,1,3,1,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,236,220,0.932203389830508
"43","Q30","5D9","HARTLEPOOL PCT","IP110","Trauma & Orthopaedics",138,100,115,77,110,58,61,66,47,48,37,40,21,22,19,17,6,6,5,7,3,3,3,2,3,2,1,4,2,3,0,3,1,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1038,988,0.951830443159923
"44","Q30","5D9","HARTLEPOOL PCT","IP120","ENT",50,56,32,39,34,31,31,28,8,13,10,13,10,7,7,0,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,373,0.984168865435356
"45","Q30","5D9","HARTLEPOOL PCT","IP130","Ophthalmology",59,45,50,41,45,48,33,19,21,18,6,15,7,12,10,5,0,3,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,437,0.982022471910112
"46","Q30","5D9","HARTLEPOOL PCT","IP140","Oral Surgery",5,16,8,4,12,9,7,8,5,7,3,3,4,6,1,2,0,1,0,2,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,101,0.935185185185185
"47","Q30","5D9","HARTLEPOOL PCT","IP150","Neurosurgery",4,2,0,1,1,2,0,1,0,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0.947368421052632
"48","Q30","5D9","HARTLEPOOL PCT","IP160","Plastic Surgery",10,12,14,11,12,25,17,11,15,11,10,8,6,9,6,8,3,3,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,202,191,0.945544554455446
"49","Q30","5D9","HARTLEPOOL PCT","IP170","Cardiothoracic Surgery",0,0,1,0,1,2,0,1,0,3,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,1
"50","Q30","5D9","HARTLEPOOL PCT","IP300","General Medicine",57,44,42,25,32,26,16,20,18,11,22,24,6,6,5,5,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,367,362,0.986376021798365
"51","Q30","5D9","HARTLEPOOL PCT","IP301","Gastroenterology",41,24,16,11,9,21,15,8,8,13,11,13,9,2,2,3,1,4,2,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,227,211,0.929515418502203
"52","Q30","5D9","HARTLEPOOL PCT","IP320","Cardiology",27,22,7,6,6,5,4,3,3,6,2,6,2,2,0,0,1,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,104,0.945454545454545
"53","Q30","5D9","HARTLEPOOL PCT","IP330","Dermatology",16,32,25,10,13,17,18,9,11,8,5,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,169,1
"54","Q30","5D9","HARTLEPOOL PCT","IP340","Thoracic Medicine",2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1
"55","Q30","5D9","HARTLEPOOL PCT","IP400","Neurology",11,8,8,5,15,8,12,8,7,3,5,9,6,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,114,112,0.982456140350877
"56","Q30","5D9","HARTLEPOOL PCT","IP410","Rheumatology",13,10,7,4,4,3,5,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,53,0.981481481481481
"57","Q30","5D9","HARTLEPOOL PCT","IP430","Geriatric Medicine",9,9,21,3,8,4,4,1,5,2,4,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,79,1
"58","Q30","5D9","HARTLEPOOL PCT","IP502","Gynaecology",52,59,37,16,22,24,20,6,11,11,11,6,6,2,3,5,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,302,293,0.970198675496689
"59","Q30","5D9","HARTLEPOOL PCT","IP999","Total",683,617,539,342,434,381,339,265,219,212,173,195,117,94,82,71,31,31,18,21,20,14,21,10,6,8,13,5,7,7,7,4,5,7,2,6,1,4,2,4,2,0,0,4,2,1,1,2,2,3,1,0,15,5050,4825,0.955445544554455
"60","Q30","5D9","HARTLEPOOL PCT","IPX01","Other",70,67,49,35,42,35,36,35,25,14,18,32,17,6,7,7,2,2,1,3,2,1,3,1,1,2,3,0,1,1,3,0,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,532,499,0.93796992481203
"61","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP100","General Surgery",197,130,120,67,111,93,74,55,55,77,48,45,38,25,20,19,15,9,7,5,6,4,5,9,2,4,1,4,4,1,4,1,3,0,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,2,1269,1198,0.944050433412136
"62","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP101","Urology",65,55,58,21,36,29,37,20,21,23,26,11,11,17,10,10,5,9,3,2,2,3,3,1,1,0,1,1,2,1,0,0,0,0,0,1,0,2,0,2,0,0,0,0,1,0,0,0,0,1,0,1,12,504,464,0.920634920634921
"63","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP110","Trauma & Orthopaedics",210,188,189,128,143,127,133,111,80,80,58,61,45,51,39,36,20,16,8,11,8,11,8,5,5,4,1,4,2,4,4,2,3,2,1,0,1,0,1,0,1,1,2,3,0,0,3,2,0,0,0,2,8,1822,1715,0.941273326015368
"64","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP120","ENT",77,84,93,81,89,88,79,72,67,51,45,48,41,32,33,27,9,10,5,2,3,3,4,1,2,0,2,0,3,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1058,1026,0.969754253308129
"65","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP130","Ophthalmology",110,101,92,71,95,97,88,72,68,61,24,38,29,19,20,8,14,5,0,3,3,2,0,0,3,3,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1032,1012,0.98062015503876
"66","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP140","Oral Surgery",28,14,26,13,24,20,18,12,16,14,8,9,6,6,4,3,6,4,4,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,231,0.96652719665272
"67","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP150","Neurosurgery",3,2,4,3,2,1,6,4,4,3,0,4,1,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,44,0.916666666666667
"68","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP160","Plastic Surgery",40,23,27,25,18,28,31,16,25,14,10,19,9,6,13,16,7,5,2,1,5,0,2,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,352,332,0.943181818181818
"69","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP170","Cardiothoracic Surgery",0,2,3,2,2,0,4,4,4,5,1,3,1,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,39,0.951219512195122
"70","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP300","General Medicine",78,44,37,15,42,16,9,17,8,6,4,9,5,6,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,306,302,0.986928104575163
"71","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP301","Gastroenterology",88,59,37,30,39,42,31,25,32,25,32,42,20,10,8,12,3,1,6,6,5,3,4,2,0,1,2,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,571,536,0.938704028021016
"72","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP320","Cardiology",67,57,49,30,39,34,16,20,15,20,5,12,15,19,13,5,4,2,1,4,1,1,3,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,422,0.96127562642369
"73","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP330","Dermatology",52,55,37,45,32,32,38,45,23,7,7,2,6,4,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,392,0.997455470737913
"74","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP340","Thoracic Medicine",1,3,4,3,0,0,2,1,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,1
"75","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP400","Neurology",26,20,22,25,19,24,31,22,14,14,8,8,8,3,5,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,259,256,0.988416988416988
"76","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP410","Rheumatology",23,23,18,14,18,11,6,5,9,1,5,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,137,0.992753623188406
"77","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP430","Geriatric Medicine",37,24,21,10,15,12,11,6,8,3,0,1,6,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,160,159,0.99375
"78","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP502","Gynaecology",120,79,65,51,71,66,41,29,14,15,6,10,6,4,6,3,3,1,0,0,1,0,1,0,0,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,590,0.986622073578595
"79","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP999","Total",1359,1075,1022,705,888,795,746,586,512,453,313,350,271,224,196,158,102,68,41,37,39,32,38,25,25,24,10,15,23,11,15,8,14,4,4,7,5,6,4,4,1,1,5,4,3,1,4,2,2,3,1,4,40,10285,9823,0.955080213903743
"80","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IPX01","Other",137,112,120,71,93,75,91,50,49,32,26,26,22,15,11,8,7,4,5,3,4,5,5,4,8,7,2,2,8,1,5,2,4,1,1,2,2,2,0,0,0,0,3,1,2,0,0,0,1,0,0,0,8,1037,949,0.915139826422372
"81","Q30","5J9","DARLINGTON PCT","IP100","General Surgery",62,63,49,22,28,31,28,22,23,24,10,14,13,5,1,4,5,1,2,1,4,1,1,3,0,3,0,3,0,1,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,431,405,0.939675174013921
"82","Q30","5J9","DARLINGTON PCT","IP101","Urology",28,28,30,16,15,17,17,14,10,7,20,1,4,4,6,7,1,1,2,2,0,1,2,2,2,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,247,226,0.91497975708502
"83","Q30","5J9","DARLINGTON PCT","IP110","Trauma & Orthopaedics",80,90,77,56,55,59,63,36,39,24,21,22,17,12,11,1,4,1,3,3,7,2,9,1,2,2,0,4,10,5,2,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,727,668,0.918844566712517
"84","Q30","5J9","DARLINGTON PCT","IP120","ENT",49,23,27,16,16,22,17,12,8,8,8,8,13,3,4,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,237,0.9875
"85","Q30","5J9","DARLINGTON PCT","IP130","Ophthalmology",76,34,50,45,44,36,41,47,32,32,17,18,15,7,6,0,0,3,1,1,1,0,4,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,516,503,0.974806201550388
