"","SHA Code","PCT Code","PCT Name","Treatment Function Code","Treatment Function",">0-1",">1-2",">2-3",">3-4",">4-5",">5-6",">6-7",">7-8",">8-9",">9-10",">10-11",">11-12",">12-13",">13-14",">14-15",">15-16",">16-17",">17-18",">18-19",">19-20",">20-21",">21-22",">22-23",">23-24",">24-25",">25-26",">26-27",">27-28",">28-29",">29-30",">30-31",">31-32",">32-33",">33-34",">34-35",">35-36",">36-37",">37-38",">38-39",">39-40",">40-41",">41-42",">42-43",">43-44",">44-45",">45-46",">46-47",">47-48",">48-49",">49-50",">50-51",">51-52","52 plus","Total number of incomplete pathways","Total within 18 weeks","% within 18 weeks"
"21","Q30","5D8","NORTH TYNESIDE PCT","IP100","General Surgery",139,105,82,79,81,59,48,65,33,36,43,37,38,32,24,29,9,17,6,11,15,4,6,7,6,2,2,0,2,1,2,2,1,3,0,3,2,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,6,1043,956,0.916586768935762
"22","Q30","5D8","NORTH TYNESIDE PCT","IP101","Urology",25,26,31,37,32,35,29,42,14,19,36,38,15,20,21,15,6,15,7,14,2,6,3,2,6,1,2,2,1,2,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,521,456,0.875239923224568
"23","Q30","5D8","NORTH TYNESIDE PCT","IP110","Trauma & Orthopaedics",111,134,113,111,94,76,72,50,30,46,67,50,49,54,46,33,27,28,20,25,21,16,24,15,13,6,7,9,7,3,1,4,7,2,2,4,0,0,1,1,0,3,0,1,2,1,1,1,1,0,0,0,25,1414,1191,0.842291371994342
"24","Q30","5D8","NORTH TYNESIDE PCT","IP120","ENT",7,7,14,11,15,18,22,23,11,16,36,24,28,45,24,19,26,34,21,14,14,13,15,10,8,7,3,4,1,4,0,3,2,1,2,2,1,1,4,2,0,0,0,1,0,0,0,0,0,3,0,0,15,531,380,0.715630885122411
"25","Q30","5D8","NORTH TYNESIDE PCT","IP130","Ophthalmology",21,25,25,18,30,40,25,19,8,27,15,28,37,20,18,13,1,11,17,11,9,11,8,7,3,4,1,2,2,1,3,2,0,0,3,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,0,71,542,381,0.702952029520295
"26","Q30","5D8","NORTH TYNESIDE PCT","IP140","Oral Surgery",7,5,19,13,11,8,20,17,7,23,29,30,24,19,25,17,35,17,19,18,14,17,18,10,5,4,5,5,5,1,5,1,2,2,3,3,3,3,3,1,2,1,0,0,1,1,0,0,0,1,3,0,7,489,326,0.666666666666667
"27","Q30","5D8","NORTH TYNESIDE PCT","IP150","Neurosurgery",3,2,4,2,1,3,7,3,3,6,2,3,4,2,6,15,6,2,0,6,8,2,3,6,0,3,1,4,1,0,4,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,9,129,74,0.573643410852713
"28","Q30","5D8","NORTH TYNESIDE PCT","IP160","Plastic Surgery",12,11,3,9,5,6,8,9,0,8,6,5,13,5,8,11,14,5,7,9,3,4,1,4,2,2,3,1,0,2,0,4,6,0,2,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,18,211,138,0.654028436018957
"29","Q30","5D8","NORTH TYNESIDE PCT","IP170","Cardiothoracic Surgery",1,1,0,0,0,4,0,4,0,1,1,1,1,0,0,1,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,17,0.653846153846154
"30","Q30","5D8","NORTH TYNESIDE PCT","IP300","General Medicine",134,130,117,100,103,62,77,57,35,38,31,26,27,30,26,26,6,7,2,6,3,1,3,4,2,3,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,1067,1032,0.967197750702905
"31","Q30","5D8","NORTH TYNESIDE PCT","IP301","Gastroenterology",0,0,0,4,3,0,0,3,0,1,1,2,2,1,0,4,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,0.814814814814815
"32","Q30","5D8","NORTH TYNESIDE PCT","IP320","Cardiology",4,2,3,6,11,7,4,3,1,3,3,5,5,8,2,1,4,3,9,3,3,4,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,104,75,0.721153846153846
"33","Q30","5D8","NORTH TYNESIDE PCT","IP330","Dermatology",17,22,16,17,10,12,12,13,8,5,9,19,8,11,5,18,13,7,8,6,5,6,12,3,3,0,1,6,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,285,222,0.778947368421053
"34","Q30","5D8","NORTH TYNESIDE PCT","IP340","Thoracic Medicine",0,1,2,3,3,0,0,0,1,0,2,3,1,2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0.958333333333333
"35","Q30","5D8","NORTH TYNESIDE PCT","IP400","Neurology",3,1,2,5,1,1,3,3,1,1,2,5,1,1,3,3,5,1,0,4,0,1,2,1,1,2,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,42,0.688524590163934
"36","Q30","5D8","NORTH TYNESIDE PCT","IP410","Rheumatology",13,14,18,9,17,16,10,6,1,7,9,4,9,9,4,6,3,6,1,0,0,0,4,4,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,161,0.92
"37","Q30","5D8","NORTH TYNESIDE PCT","IP430","Geriatric Medicine",27,12,11,10,19,10,12,8,4,9,8,5,4,11,5,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,158,0.9875
"38","Q30","5D8","NORTH TYNESIDE PCT","IP502","Gynaecology",95,80,66,67,43,35,36,47,29,31,20,15,9,17,14,14,13,11,8,8,4,4,3,4,5,2,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,701,642,0.91583452211127
"39","Q30","5D8","NORTH TYNESIDE PCT","IP999","Total",736,703,627,604,566,479,461,436,207,322,369,356,338,342,262,260,206,195,155,165,136,117,121,96,73,46,35,41,27,26,29,25,26,13,23,16,10,11,10,6,11,7,1,5,12,4,6,3,5,5,5,1,230,8971,7469,0.83257161966336
"40","Q30","5D8","NORTH TYNESIDE PCT","IPX01","Other",117,125,101,103,87,87,76,64,21,45,49,56,63,55,27,35,36,26,28,26,31,28,18,19,15,6,6,6,5,10,8,3,5,3,4,2,0,5,0,0,2,1,1,0,4,1,3,0,3,0,1,0,44,1461,1173,0.802874743326489
"41","Q30","5D9","HARTLEPOOL PCT","IP100","General Surgery",87,82,76,54,55,39,30,26,14,14,17,19,13,17,11,13,16,10,2,4,4,4,3,4,5,2,2,1,0,2,4,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,638,593,0.929467084639498
"42","Q30","5D9","HARTLEPOOL PCT","IP101","Urology",30,27,25,27,24,20,14,14,5,5,7,7,3,3,6,5,5,4,1,0,1,1,1,0,1,0,1,0,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,250,231,0.924
"43","Q30","5D9","HARTLEPOOL PCT","IP110","Trauma & Orthopaedics",104,115,153,67,105,65,54,43,22,39,32,44,38,47,25,31,15,14,9,5,8,6,4,3,1,2,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1060,1013,0.955660377358491
"44","Q30","5D9","HARTLEPOOL PCT","IP120","ENT",32,41,53,51,48,37,19,9,11,2,16,8,21,14,7,5,8,6,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,388,0.987277353689567
"45","Q30","5D9","HARTLEPOOL PCT","IP130","Ophthalmology",81,45,48,52,47,42,19,10,9,6,8,12,11,6,3,8,5,3,0,2,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,415,0.983412322274882
"46","Q30","5D9","HARTLEPOOL PCT","IP140","Oral Surgery",13,10,7,10,9,14,3,1,4,2,6,8,4,5,2,5,2,2,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,107,0.93859649122807
"47","Q30","5D9","HARTLEPOOL PCT","IP150","Neurosurgery",0,2,1,1,0,1,1,1,0,0,2,0,0,3,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,0.842105263157895
"48","Q30","5D9","HARTLEPOOL PCT","IP160","Plastic Surgery",11,21,17,14,18,14,9,5,6,6,9,8,9,9,4,9,6,10,1,2,1,1,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,199,185,0.92964824120603
"49","Q30","5D9","HARTLEPOOL PCT","IP170","Cardiothoracic Surgery",0,1,2,2,1,0,2,1,1,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,1
"50","Q30","5D9","HARTLEPOOL PCT","IP300","General Medicine",42,49,46,31,29,29,18,21,7,5,2,12,9,10,6,10,2,3,7,3,5,0,2,4,3,3,2,3,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,378,331,0.875661375661376
"51","Q30","5D9","HARTLEPOOL PCT","IP301","Gastroenterology",29,22,29,16,18,12,14,13,14,4,9,6,6,2,5,5,4,1,4,1,2,2,1,1,1,1,0,2,1,2,1,0,0,0,0,1,0,0,2,0,1,1,0,2,1,1,0,0,1,0,0,1,4,243,209,0.860082304526749
"52","Q30","5D9","HARTLEPOOL PCT","IP320","Cardiology",9,18,17,11,14,5,9,4,2,2,4,5,1,1,4,0,2,1,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,109,0.947826086956522
"53","Q30","5D9","HARTLEPOOL PCT","IP330","Dermatology",22,24,25,27,22,16,8,6,5,2,4,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,170,0.994152046783626
"54","Q30","5D9","HARTLEPOOL PCT","IP340","Thoracic Medicine",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1
"55","Q30","5D9","HARTLEPOOL PCT","IP400","Neurology",6,13,19,14,6,9,15,3,3,5,6,6,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,111,1
"56","Q30","5D9","HARTLEPOOL PCT","IP410","Rheumatology",2,14,11,8,4,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,1
"57","Q30","5D9","HARTLEPOOL PCT","IP430","Geriatric Medicine",1,11,13,4,7,9,3,1,1,4,3,2,0,2,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,65,0.970149253731343
"58","Q30","5D9","HARTLEPOOL PCT","IP502","Gynaecology",56,56,30,33,19,32,19,11,5,5,6,5,8,2,4,2,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,302,298,0.986754966887417
"59","Q30","5D9","HARTLEPOOL PCT","IP999","Total",575,605,634,469,462,393,259,196,118,116,151,166,135,136,93,107,74,65,29,23,27,22,15,16,17,13,10,12,12,6,6,3,2,2,5,3,1,3,4,0,2,3,0,2,1,1,2,0,2,0,0,2,17,5017,4754,0.947578234004385
"60","Q30","5D9","HARTLEPOOL PCT","IPX01","Other",50,53,61,47,36,47,19,26,8,15,19,17,10,12,8,9,4,6,1,1,5,2,0,0,4,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,469,447,0.953091684434968
"61","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP100","General Surgery",173,139,138,115,81,68,60,44,27,25,29,31,25,29,24,22,22,4,8,3,11,10,3,5,4,5,0,6,1,1,1,1,1,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,1126,1056,0.937833037300178
"62","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP101","Urology",53,65,58,33,46,45,31,25,13,20,17,11,16,8,9,5,10,4,5,7,2,1,0,1,1,0,0,0,2,3,2,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,2,0,6,508,469,0.923228346456693
"63","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP110","Trauma & Orthopaedics",156,181,196,211,171,146,107,123,49,56,81,85,84,74,48,42,47,34,17,15,9,11,7,8,6,4,3,2,1,3,1,2,5,3,4,0,3,3,4,1,0,0,2,2,1,0,1,0,3,0,0,0,4,2016,1891,0.937996031746032
"64","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP120","ENT",98,97,99,99,86,91,68,39,39,30,47,25,35,33,42,29,20,18,3,4,7,1,3,1,2,1,2,1,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,995,0.969785575048733
"65","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP130","Ophthalmology",119,63,120,105,99,89,71,68,26,39,55,29,37,23,22,13,18,5,2,5,2,2,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,5,1030,1001,0.971844660194175
"66","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP140","Oral Surgery",18,19,21,27,26,21,31,12,5,11,14,10,4,12,4,4,6,3,5,3,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,263,248,0.942965779467681
"67","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP150","Neurosurgery",2,0,5,3,3,7,8,5,1,3,5,1,3,4,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,52,0.945454545454545
"68","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP160","Plastic Surgery",23,26,27,29,21,35,33,18,15,13,24,25,17,13,7,7,8,7,4,5,2,4,1,2,0,3,1,0,0,1,0,2,0,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,381,348,0.913385826771654
"69","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP170","Cardiothoracic Surgery",1,2,0,3,5,3,2,4,0,1,1,2,2,2,1,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,34,0.918918918918919
"70","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP300","General Medicine",64,42,42,40,32,33,15,16,3,2,7,8,8,2,12,8,2,3,5,2,2,1,1,2,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,370,339,0.916216216216216
"71","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP301","Gastroenterology",60,47,70,67,63,52,40,30,7,18,15,13,11,8,7,6,8,7,4,1,3,3,4,1,0,4,2,0,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,563,529,0.939609236234458
"72","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP320","Cardiology",38,33,36,38,37,42,27,25,5,6,15,2,7,8,6,10,6,3,2,2,3,1,0,3,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,344,0.952908587257618
"73","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP330","Dermatology",51,51,40,49,32,30,46,16,7,8,1,3,3,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,340,0.991253644314869
"74","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP340","Thoracic Medicine",5,2,3,1,0,3,0,0,0,3,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,1
"75","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP400","Neurology",24,23,28,30,24,21,21,16,3,9,11,5,10,5,13,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,253,251,0.992094861660079
"76","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP410","Rheumatology",19,21,12,17,14,6,6,3,2,2,1,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,113,1
"77","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP430","Geriatric Medicine",30,23,14,14,15,11,3,2,3,2,3,0,5,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,131,130,0.99236641221374
"78","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP502","Gynaecology",96,90,75,87,51,44,34,24,10,7,13,8,14,10,9,11,7,7,2,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,597,0.983525535420099
"79","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP999","Total",1153,1038,1100,1059,899,815,656,508,224,277,354,281,310,248,225,180,172,118,62,56,53,44,32,33,21,21,13,14,8,14,7,5,10,9,8,4,4,5,6,2,3,3,6,4,4,0,2,0,4,2,3,0,42,10121,9617,0.950202549155222
"80","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IPX01","Other",123,114,116,91,93,68,53,38,9,22,15,19,26,12,14,14,15,17,4,5,7,8,6,4,6,2,2,2,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,917,859,0.936750272628135
"81","Q30","5J9","DARLINGTON PCT","IP100","General Surgery",76,46,60,41,29,28,27,19,7,21,17,15,17,2,11,8,7,7,2,6,4,3,6,5,5,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,438,0.92600422832981
"82","Q30","5J9","DARLINGTON PCT","IP101","Urology",33,31,20,23,11,16,13,14,11,11,7,7,7,3,6,4,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,230,220,0.956521739130435
"83","Q30","5J9","DARLINGTON PCT","IP110","Trauma & Orthopaedics",104,66,55,71,75,41,45,29,27,22,34,31,35,20,11,8,16,8,4,9,13,9,10,8,2,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,762,698,0.916010498687664
"84","Q30","5J9","DARLINGTON PCT","IP120","ENT",43,22,28,24,13,13,15,10,4,4,6,10,5,3,1,0,1,0,1,2,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,202,0.961904761904762
"85","Q30","5J9","DARLINGTON PCT","IP130","Ophthalmology",120,52,67,73,39,50,27,14,9,15,20,9,11,6,7,2,0,4,3,1,5,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,542,525,0.968634686346863
