"","SHA Code","PCT Code","PCT Name","Treatment Function Code","Treatment Function",">0-1",">1-2",">2-3",">3-4",">4-5",">5-6",">6-7",">7-8",">8-9",">9-10",">10-11",">11-12",">12-13",">13-14",">14-15",">15-16",">16-17",">17-18",">18-19",">19-20",">20-21",">21-22",">22-23",">23-24",">24-25",">25-26",">26-27",">27-28",">28-29",">29-30",">30-31",">31-32",">32-33",">33-34",">34-35",">35-36",">36-37",">37-38",">38-39",">39-40",">40-41",">41-42",">42-43",">43-44",">44-45",">45-46",">46-47",">47-48",">48-49",">49-50",">50-51",">51-52","52 plus","Patients with unknown clock start date","Total number of completed pathways (all)","Total number of completed pathways (with a known clock start)"
"11","Q30","5D7","NEWCASTLE PCT","NP301","Gastroenterology",3,4,2,4,4,4,3,4,13,8,4,3,3,0,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72
"12","Q30","5D7","NEWCASTLE PCT","NP320","Cardiology",4,6,15,2,5,6,12,8,7,9,7,2,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92
"13","Q30","5D7","NEWCASTLE PCT","NP330","Dermatology",123,7,14,11,11,13,11,12,83,30,24,4,7,1,0,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,361,361
"14","Q30","5D7","NEWCASTLE PCT","NP340","Thoracic Medicine",16,6,7,5,6,15,11,9,6,6,2,1,1,4,6,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,106
"15","Q30","5D7","NEWCASTLE PCT","NP400","Neurology",13,3,1,1,4,9,2,4,11,13,21,12,25,6,1,1,1,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,134
"16","Q30","5D7","NEWCASTLE PCT","NP410","Rheumatology",48,2,3,13,12,17,36,26,5,3,6,8,5,1,4,3,3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,203
"17","Q30","5D7","NEWCASTLE PCT","NP430","Geriatric Medicine",7,7,6,9,12,5,5,8,10,7,10,9,3,5,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,109
"18","Q30","5D7","NEWCASTLE PCT","NP502","Gynaecology",25,56,28,16,28,21,10,21,41,21,11,5,4,5,4,6,2,2,2,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,320,320
"19","Q30","5D7","NEWCASTLE PCT","NP999","Total",1797,343,218,201,244,219,241,283,362,267,276,152,152,85,66,78,51,41,9,8,9,13,8,8,10,8,3,1,3,6,5,4,2,1,1,2,1,1,0,0,1,0,0,0,1,0,2,0,3,1,0,0,9,0,5196,5196
"20","Q30","5D7","NEWCASTLE PCT","NPX01","Other",1365,176,53,42,51,37,60,49,49,51,53,32,34,23,9,9,9,6,4,2,0,3,2,2,3,4,1,0,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7,0,2148,2148
"21","Q30","5D8","NORTH TYNESIDE PCT","NP100","General Surgery",39,41,34,23,16,14,21,8,15,15,8,6,5,7,8,2,5,3,0,3,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,278
"22","Q30","5D8","NORTH TYNESIDE PCT","NP101","Urology",11,5,13,12,5,8,9,10,6,5,4,0,4,4,1,2,1,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,105
"23","Q30","5D8","NORTH TYNESIDE PCT","NP110","Trauma & Orthopaedics",28,35,24,33,49,26,24,16,18,9,11,8,9,6,7,8,5,5,0,2,1,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,331,331
"24","Q30","5D8","NORTH TYNESIDE PCT","NP120","ENT",17,26,20,26,21,28,29,23,15,31,38,12,16,7,6,2,12,3,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,340,340
"25","Q30","5D8","NORTH TYNESIDE PCT","NP130","Ophthalmology",64,8,11,23,16,18,22,14,33,18,36,5,4,5,4,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,290
"26","Q30","5D8","NORTH TYNESIDE PCT","NP140","Oral Surgery",18,9,6,8,1,5,3,8,5,9,10,13,8,5,6,6,2,9,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,138,138
"27","Q30","5D8","NORTH TYNESIDE PCT","NP150","Neurosurgery",1,0,0,1,0,0,1,0,0,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
"28","Q30","5D8","NORTH TYNESIDE PCT","NP160","Plastic Surgery",1,2,0,1,1,2,2,3,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,20
"29","Q30","5D8","NORTH TYNESIDE PCT","NP170","Cardiothoracic Surgery",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","Q30","5D8","NORTH TYNESIDE PCT","NP300","General Medicine",39,49,33,24,23,26,47,29,26,18,12,13,16,4,5,4,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,377
"31","Q30","5D8","NORTH TYNESIDE PCT","NP301","Gastroenterology",1,0,1,0,0,2,0,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
"32","Q30","5D8","NORTH TYNESIDE PCT","NP320","Cardiology",2,1,4,0,3,5,5,1,4,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34
"33","Q30","5D8","NORTH TYNESIDE PCT","NP330","Dermatology",78,19,12,26,7,7,8,7,28,27,16,1,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,246,246
"34","Q30","5D8","NORTH TYNESIDE PCT","NP340","Thoracic Medicine",1,4,2,2,3,0,4,1,1,0,1,0,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29
"35","Q30","5D8","NORTH TYNESIDE PCT","NP400","Neurology",6,3,1,2,0,1,1,2,4,5,13,7,17,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72
"36","Q30","5D8","NORTH TYNESIDE PCT","NP410","Rheumatology",12,1,5,1,5,4,19,12,4,11,3,2,4,3,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93
"37","Q30","5D8","NORTH TYNESIDE PCT","NP430","Geriatric Medicine",34,12,15,5,6,9,8,6,6,8,2,2,1,2,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,122
"38","Q30","5D8","NORTH TYNESIDE PCT","NP502","Gynaecology",32,19,17,18,27,15,7,8,13,17,4,5,3,3,0,0,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,197
"39","Q30","5D8","NORTH TYNESIDE PCT","NP999","Total",967,290,239,245,231,211,254,194,209,213,206,100,113,61,55,37,42,34,8,14,3,6,4,2,2,3,5,1,2,1,3,1,0,3,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,7,0,3772,3772
"40","Q30","5D8","NORTH TYNESIDE PCT","NPX01","Other",583,56,41,40,48,41,44,45,26,35,38,23,19,8,10,4,2,2,0,3,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1079,1079
"41","Q30","5D9","HARTLEPOOL PCT","NP100","General Surgery",7,67,12,12,22,18,12,3,10,11,2,7,3,0,1,0,5,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,196
"42","Q30","5D9","HARTLEPOOL PCT","NP101","Urology",1,3,7,12,4,7,1,2,3,3,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48
"43","Q30","5D9","HARTLEPOOL PCT","NP110","Trauma & Orthopaedics",22,51,37,34,28,43,43,30,13,11,8,10,10,6,12,7,7,5,2,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,385
"44","Q30","5D9","HARTLEPOOL PCT","NP120","ENT",24,3,8,17,23,17,23,6,19,13,5,3,4,5,0,2,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,179,179
"45","Q30","5D9","HARTLEPOOL PCT","NP130","Ophthalmology",36,7,7,7,11,30,24,2,2,6,2,3,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,143
"46","Q30","5D9","HARTLEPOOL PCT","NP140","Oral Surgery",3,0,1,3,3,2,0,0,5,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21
"47","Q30","5D9","HARTLEPOOL PCT","NP150","Neurosurgery",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","Q30","5D9","HARTLEPOOL PCT","NP160","Plastic Surgery",16,5,1,2,2,3,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33
"49","Q30","5D9","HARTLEPOOL PCT","NP170","Cardiothoracic Surgery",5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
"50","Q30","5D9","HARTLEPOOL PCT","NP300","General Medicine",30,41,11,14,5,13,5,6,1,2,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,136
"51","Q30","5D9","HARTLEPOOL PCT","NP301","Gastroenterology",2,9,3,7,8,12,5,1,3,1,4,1,2,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66
"52","Q30","5D9","HARTLEPOOL PCT","NP320","Cardiology",5,7,5,20,6,2,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51
"53","Q30","5D9","HARTLEPOOL PCT","NP330","Dermatology",5,12,2,2,1,3,9,10,4,4,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65
"54","Q30","5D9","HARTLEPOOL PCT","NP340","Thoracic Medicine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"55","Q30","5D9","HARTLEPOOL PCT","NP400","Neurology",0,0,0,3,1,1,3,0,5,9,3,2,6,0,1,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41
"56","Q30","5D9","HARTLEPOOL PCT","NP410","Rheumatology",1,0,0,9,7,5,4,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33
"57","Q30","5D9","HARTLEPOOL PCT","NP430","Geriatric Medicine",10,2,4,3,4,4,4,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36
"58","Q30","5D9","HARTLEPOOL PCT","NP502","Gynaecology",69,44,21,17,12,18,4,2,7,1,2,1,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,204
"59","Q30","5D9","HARTLEPOOL PCT","NP999","Total",337,262,171,213,156,192,151,72,87,71,43,42,33,27,24,21,21,11,4,2,4,1,2,0,1,0,1,0,2,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1957,1957
"60","Q30","5D9","HARTLEPOOL PCT","NPX01","Other",101,11,52,51,19,13,12,4,13,7,1,8,1,7,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,313
"61","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","NP100","General Surgery",77,97,38,35,29,25,28,12,15,11,9,4,2,6,7,1,1,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,402
"62","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","NP101","Urology",5,11,10,21,18,10,13,3,6,5,5,10,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,122
"63","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","NP110","Trauma & Orthopaedics",88,80,77,46,62,68,53,72,40,32,20,20,7,9,22,3,8,2,2,2,2,3,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,725
"64","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","NP120","ENT",89,23,21,27,25,20,4,11,36,32,2,5,3,4,5,4,3,2,1,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,323
"65","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","NP130","Ophthalmology",181,3,16,25,15,15,12,8,10,17,17,6,7,6,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,344
"66","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","NP140","Oral Surgery",9,10,8,9,6,4,3,2,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62
"67","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","NP150","Neurosurgery",3,1,0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
"68","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","NP160","Plastic Surgery",21,8,5,7,3,3,1,3,5,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63,63
"69","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","NP170","Cardiothoracic Surgery",5,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
"70","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","NP300","General Medicine",14,60,16,22,15,14,6,7,5,4,4,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,173
"71","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","NP301","Gastroenterology",19,29,15,5,14,26,9,13,9,5,6,3,3,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,163,163
"72","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","NP320","Cardiology",18,7,30,18,15,36,9,3,11,6,6,5,3,4,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,181
"73","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","NP330","Dermatology",11,21,8,7,12,12,4,9,8,33,10,3,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,146
"74","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","NP340","Thoracic Medicine",2,0,0,2,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
"75","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","NP400","Neurology",4,6,4,1,2,3,5,5,2,23,9,4,6,4,0,5,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90
"76","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","NP410","Rheumatology",2,1,2,5,4,21,3,5,5,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54
"77","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","NP430","Geriatric Medicine",25,10,17,16,11,3,1,4,4,4,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99
"78","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","NP502","Gynaecology",108,60,29,21,26,38,12,11,9,5,5,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,334
"79","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","NP999","Total",974,450,359,329,299,330,184,186,191,202,109,79,48,45,54,30,25,12,5,3,5,4,4,5,1,3,0,1,3,1,1,0,3,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3951,3951
"80","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","NPX01","Other",293,21,63,62,39,30,19,17,21,16,13,8,8,6,8,3,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,637
"81","Q30","5J9","DARLINGTON PCT","NP100","General Surgery",9,45,33,12,16,10,8,5,7,5,3,3,2,3,0,4,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,169
"82","Q30","5J9","DARLINGTON PCT","NP101","Urology",8,7,11,7,11,6,0,4,4,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65
"83","Q30","5J9","DARLINGTON PCT","NP110","Trauma & Orthopaedics",8,27,39,32,25,20,12,15,11,5,2,1,5,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,207
"84","Q30","5J9","DARLINGTON PCT","NP120","ENT",27,6,34,42,7,7,3,1,3,5,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,140
"85","Q30","5J9","DARLINGTON PCT","NP130","Ophthalmology",77,19,26,52,27,17,9,9,11,9,4,8,6,8,2,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,290
"86","Q30","5J9","DARLINGTON PCT","NP140","Oral Surgery",4,2,5,6,2,3,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26
"87","Q30","5J9","DARLINGTON PCT","NP150","Neurosurgery",3,2,0,1,1,1,1,0,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17
"88","Q30","5J9","DARLINGTON PCT","NP160","Plastic Surgery",12,2,2,5,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,28
"89","Q30","5J9","DARLINGTON PCT","NP170","Cardiothoracic Surgery",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
