"","SHA Code","PCT Code","PCT Name","Treatment Function Code","Treatment Function",">0-1",">1-2",">2-3",">3-4",">4-5",">5-6",">6-7",">7-8",">8-9",">9-10",">10-11",">11-12",">12-13",">13-14",">14-15",">15-16",">16-17",">17-18",">18-19",">19-20",">20-21",">21-22",">22-23",">23-24",">24-25",">25-26",">26-27",">27-28",">28-29",">29-30",">30-31",">31-32",">32-33",">33-34",">34-35",">35-36",">36-37",">37-38",">38-39",">39-40",">40-41",">41-42",">42-43",">43-44",">44-45",">45-46",">46-47",">47-48",">48-49",">49-50",">50-51",">51-52","52 plus","Total number of incomplete pathways","Total within 18 weeks","% within 18 weeks"
"42","Q30","5D9","HARTLEPOOL PCT","IP101","Urology",30,22,29,19,24,15,19,9,7,11,8,7,7,3,5,2,1,2,5,1,2,2,2,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,245,220,0.897959183673469
"43","Q30","5D9","HARTLEPOOL PCT","IP110","Trauma & Orthopaedics",113,80,132,96,109,77,68,72,36,46,35,32,18,20,18,21,15,12,6,3,7,5,2,5,4,3,3,1,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1048,1000,0.954198473282443
"44","Q30","5D9","HARTLEPOOL PCT","IP120","ENT",42,39,44,33,36,23,29,13,10,17,11,5,7,3,2,2,3,8,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,327,0.984939759036145
"45","Q30","5D9","HARTLEPOOL PCT","IP130","Ophthalmology",64,60,37,48,39,27,16,16,19,17,14,8,3,3,3,6,5,2,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,387,0.982233502538071
"46","Q30","5D9","HARTLEPOOL PCT","IP140","Oral Surgery",8,6,12,8,9,12,3,7,5,8,3,4,3,1,3,2,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,96,0.941176470588235
"47","Q30","5D9","HARTLEPOOL PCT","IP150","Neurosurgery",3,1,2,2,4,1,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0.95
"48","Q30","5D9","HARTLEPOOL PCT","IP160","Plastic Surgery",26,21,17,17,19,19,12,10,11,14,8,6,5,2,8,7,10,6,0,1,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,231,218,0.943722943722944
"49","Q30","5D9","HARTLEPOOL PCT","IP170","Cardiothoracic Surgery",0,0,1,0,2,1,3,2,1,0,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,1
"50","Q30","5D9","HARTLEPOOL PCT","IP300","General Medicine",62,41,32,23,31,16,22,26,16,7,11,6,3,3,3,2,8,9,4,5,0,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,347,321,0.92507204610951
"51","Q30","5D9","HARTLEPOOL PCT","IP301","Gastroenterology",24,30,22,20,23,15,13,17,13,6,6,6,8,5,5,3,4,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,6,243,220,0.905349794238683
"52","Q30","5D9","HARTLEPOOL PCT","IP320","Cardiology",20,4,5,4,11,7,5,4,8,2,3,3,2,1,2,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,85,0.944444444444444
"53","Q30","5D9","HARTLEPOOL PCT","IP330","Dermatology",20,22,31,21,16,14,21,12,3,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,166,0.994011976047904
"54","Q30","5D9","HARTLEPOOL PCT","IP340","Thoracic Medicine",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,0.875
"55","Q30","5D9","HARTLEPOOL PCT","IP400","Neurology",9,11,9,8,7,11,16,15,0,5,10,2,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,113,111,0.982300884955752
"56","Q30","5D9","HARTLEPOOL PCT","IP410","Rheumatology",8,7,14,6,0,6,1,3,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,1
"57","Q30","5D9","HARTLEPOOL PCT","IP430","Geriatric Medicine",18,10,8,8,9,2,10,3,2,7,1,1,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,83,0.976470588235294
"58","Q30","5D9","HARTLEPOOL PCT","IP502","Gynaecology",55,41,35,21,31,27,13,14,7,6,9,6,3,0,2,3,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,281,274,0.97508896797153
"59","Q30","5D9","HARTLEPOOL PCT","IPX01","Other",57,63,56,61,36,39,42,36,17,14,19,14,8,2,7,10,4,13,4,2,2,3,5,0,2,3,1,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,531,498,0.937853107344633
"60","Q30","5D9","HARTLEPOOL PCT","IP999","Total",642,545,561,447,464,346,327,281,175,182,156,118,78,51,72,79,66,71,30,23,19,18,17,15,11,10,11,7,8,5,4,5,2,3,3,2,3,3,4,2,2,2,2,2,1,3,1,1,1,1,2,1,27,4912,4661,0.948900651465798
"61","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP100","General Surgery",196,160,125,124,113,87,66,76,54,44,40,32,20,15,16,12,13,10,13,4,10,4,6,2,4,5,1,4,1,1,2,1,4,1,1,1,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,5,1278,1203,0.94131455399061
"62","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP101","Urology",52,58,56,35,45,40,30,21,28,15,28,17,8,9,7,8,9,8,0,1,0,1,2,3,1,0,0,0,0,0,1,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,9,501,474,0.946107784431138
"63","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP110","Trauma & Orthopaedics",183,194,196,194,142,148,136,125,105,84,65,77,44,31,42,32,27,27,14,14,11,6,5,8,4,4,6,0,4,2,2,1,0,0,0,1,3,1,2,3,0,3,2,0,0,0,3,1,1,0,1,0,5,1959,1852,0.945380296069423
"64","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP120","ENT",105,97,86,88,90,78,76,66,53,51,35,16,19,18,25,15,13,18,2,3,3,2,2,4,4,1,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,949,0.97233606557377
"65","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP130","Ophthalmology",115,103,107,97,93,53,71,65,66,47,31,35,13,15,19,6,8,8,5,5,5,0,1,2,1,1,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,980,952,0.971428571428571
"66","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP140","Oral Surgery",19,25,31,19,22,18,14,21,12,12,20,6,6,4,9,8,2,8,1,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,256,0.973384030418251
"67","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP150","Neurosurgery",2,5,4,4,3,1,6,3,2,4,6,2,1,2,3,2,3,4,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,57,0.934426229508197
"68","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP160","Plastic Surgery",23,40,33,25,26,24,23,22,14,22,22,15,12,8,18,19,7,12,4,1,2,0,1,2,1,1,4,1,0,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,390,365,0.935897435897436
"69","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP170","Cardiothoracic Surgery",0,5,3,4,5,2,2,2,6,2,2,3,0,1,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,45,0.978260869565217
"70","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP300","General Medicine",63,41,40,43,21,23,11,12,10,9,5,8,1,1,2,4,3,5,2,4,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,328,302,0.920731707317073
"71","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP301","Gastroenterology",68,51,54,43,42,34,52,41,37,23,13,19,7,10,9,8,5,5,3,2,2,3,3,1,2,1,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,549,521,0.948998178506375
"72","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP320","Cardiology",62,35,41,40,41,17,21,16,13,22,11,14,7,6,6,6,2,2,1,6,0,2,0,3,1,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,362,0.950131233595801
"73","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP330","Dermatology",48,52,57,38,39,32,20,28,10,11,6,2,0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,350,0.997150997150997
"74","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP340","Thoracic Medicine",3,2,5,4,2,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,1
"75","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP400","Neurology",24,28,27,27,22,20,20,20,7,8,7,4,0,5,4,3,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,237,232,0.978902953586498
"76","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP410","Rheumatology",17,15,13,19,12,12,5,4,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,102,0.980769230769231
"77","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP430","Geriatric Medicine",31,29,22,18,15,15,9,9,5,4,1,2,0,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,170,167,0.982352941176471
"78","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP502","Gynaecology",126,94,77,56,56,38,31,21,17,14,13,10,5,4,5,1,3,2,1,1,2,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,573,0.981164383561644
"79","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IPX01","Other",140,144,117,124,81,84,67,53,33,40,23,20,13,5,15,9,11,13,4,6,10,8,4,8,5,3,7,2,3,1,2,2,1,1,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,3,1068,992,0.928838951310861
"80","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP999","Total",1277,1178,1094,1002,870,726,661,605,473,414,329,282,157,140,184,140,115,128,54,48,47,30,25,37,29,19,25,13,13,7,10,7,7,5,5,6,5,2,5,6,1,6,2,1,2,2,6,1,1,1,3,0,41,10247,9775,0.9539377378745
"81","Q30","5J9","DARLINGTON PCT","IP100","General Surgery",67,50,43,50,35,32,32,23,21,15,17,6,3,3,7,7,8,2,1,4,2,1,0,4,0,2,4,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,421,0.943946188340807
"82","Q30","5J9","DARLINGTON PCT","IP101","Urology",34,25,27,23,16,19,16,8,8,13,10,6,5,3,6,4,5,1,3,2,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,243,229,0.94238683127572
"83","Q30","5J9","DARLINGTON PCT","IP110","Trauma & Orthopaedics",100,70,50,67,69,60,39,35,39,23,26,10,13,2,10,12,6,10,7,3,4,2,2,6,9,8,4,7,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,699,641,0.917024320457797
"84","Q30","5J9","DARLINGTON PCT","IP120","ENT",47,29,31,20,16,10,14,18,13,9,9,3,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,225,0.991189427312775
"85","Q30","5J9","DARLINGTON PCT","IP130","Ophthalmology",97,73,59,55,52,53,37,37,41,20,11,5,3,5,5,2,2,6,1,4,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,563,0.980836236933798
