"","SHA Code","PCT Code","PCT Name","Treatment Function Code","Treatment Function",">0-1",">1-2",">2-3",">3-4",">4-5",">5-6",">6-7",">7-8",">8-9",">9-10",">10-11",">11-12",">12-13",">13-14",">14-15",">15-16",">16-17",">17-18",">18-19",">19-20",">20-21",">21-22",">22-23",">23-24",">24-25",">25-26",">26-27",">27-28",">28-29",">29-30",">30-31",">31-32",">32-33",">33-34",">34-35",">35-36",">36-37",">37-38",">38-39",">39-40",">40-41",">41-42",">42-43",">43-44",">44-45",">45-46",">46-47",">47-48",">48-49",">49-50",">50-51",">51-52","52 plus","Patients with unknown clock start date","Total number of completed pathways (all)","Total number of completed pathways (with a known clock start)"
"36","Q30","5D8","NORTH TYNESIDE PCT","AP410","Rheumatology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","Q30","5D8","NORTH TYNESIDE PCT","AP430","Geriatric Medicine",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"38","Q30","5D8","NORTH TYNESIDE PCT","AP502","Gynaecology",14,24,8,8,11,6,5,3,4,6,4,4,2,5,1,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,114,114
"39","Q30","5D8","NORTH TYNESIDE PCT","AP999","Total",127,119,90,76,61,58,45,60,49,76,55,62,51,65,30,38,40,23,10,2,6,9,3,4,8,7,3,6,2,3,1,2,1,2,0,1,3,1,0,3,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1207,1207
"40","Q30","5D8","NORTH TYNESIDE PCT","APX01","Other",22,11,2,11,5,3,7,5,6,5,7,2,2,10,2,3,6,9,3,0,1,0,0,1,2,1,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,131
"41","Q30","5D9","HARTLEPOOL PCT","AP100","General Surgery",3,5,6,4,3,2,2,4,5,2,5,0,5,3,0,2,1,2,1,0,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62
"42","Q30","5D9","HARTLEPOOL PCT","AP101","Urology",0,4,1,2,2,1,1,1,2,1,1,1,3,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26
"43","Q30","5D9","HARTLEPOOL PCT","AP110","Trauma & Orthopaedics",3,2,2,5,3,1,7,5,5,7,7,4,8,10,5,3,9,5,3,5,4,1,3,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,113
"44","Q30","5D9","HARTLEPOOL PCT","AP120","ENT",3,0,2,2,3,2,6,1,2,4,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31
"45","Q30","5D9","HARTLEPOOL PCT","AP130","Ophthalmology",5,12,7,8,5,2,4,4,4,8,5,5,1,4,3,4,2,3,2,1,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96
"46","Q30","5D9","HARTLEPOOL PCT","AP140","Oral Surgery",1,2,3,1,1,0,0,1,1,1,1,1,0,1,1,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24
"47","Q30","5D9","HARTLEPOOL PCT","AP150","Neurosurgery",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"48","Q30","5D9","HARTLEPOOL PCT","AP160","Plastic Surgery",1,3,4,2,0,2,1,6,4,3,4,5,2,2,4,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,53,53
"49","Q30","5D9","HARTLEPOOL PCT","AP170","Cardiothoracic Surgery",0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
"50","Q30","5D9","HARTLEPOOL PCT","AP300","General Medicine",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"51","Q30","5D9","HARTLEPOOL PCT","AP301","Gastroenterology",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"52","Q30","5D9","HARTLEPOOL PCT","AP320","Cardiology",3,1,2,2,3,4,1,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24
"53","Q30","5D9","HARTLEPOOL PCT","AP330","Dermatology",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"54","Q30","5D9","HARTLEPOOL PCT","AP340","Thoracic Medicine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","Q30","5D9","HARTLEPOOL PCT","AP400","Neurology",6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
"56","Q30","5D9","HARTLEPOOL PCT","AP410","Rheumatology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","Q30","5D9","HARTLEPOOL PCT","AP430","Geriatric Medicine",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"58","Q30","5D9","HARTLEPOOL PCT","AP502","Gynaecology",2,1,1,3,5,1,5,3,3,5,2,2,2,4,1,3,3,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51
"59","Q30","5D9","HARTLEPOOL PCT","AP999","Total",35,34,34,31,32,16,31,26,36,37,30,25,24,29,24,18,25,17,7,10,6,4,6,2,1,3,4,0,2,1,2,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,558,558
"60","Q30","5D9","HARTLEPOOL PCT","APX01","Other",4,4,2,1,5,1,1,0,3,3,4,3,3,3,4,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49
"61","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","AP100","General Surgery",4,21,27,19,10,16,14,8,3,5,12,10,10,5,8,6,7,9,0,2,3,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205
"62","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","AP101","Urology",1,2,4,1,6,7,11,4,3,3,2,3,5,5,4,2,3,4,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74
"63","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","AP110","Trauma & Orthopaedics",3,7,3,11,10,12,17,21,19,20,25,11,11,11,11,10,10,19,5,0,1,2,4,6,1,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,258,258
"64","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","AP120","ENT",4,4,5,3,2,2,2,2,1,5,4,4,2,6,2,4,1,2,0,1,1,1,1,0,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,68,68
"65","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","AP130","Ophthalmology",17,6,5,8,10,6,9,15,8,13,7,6,2,19,4,8,2,3,1,1,2,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,159,159
"66","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","AP140","Oral Surgery",3,7,1,2,1,4,2,2,3,4,1,2,4,4,1,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49
"67","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","AP150","Neurosurgery",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"68","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","AP160","Plastic Surgery",1,5,10,8,5,3,5,4,3,8,4,3,4,6,2,3,5,6,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,89,89
"69","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","AP170","Cardiothoracic Surgery",1,0,1,1,1,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
"70","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","AP300","General Medicine",4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
"71","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","AP301","Gastroenterology",2,2,4,3,3,5,2,4,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32
"72","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","AP320","Cardiology",1,3,0,3,5,8,3,2,2,1,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41
"73","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","AP330","Dermatology",0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
"74","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","AP340","Thoracic Medicine",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"75","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","AP400","Neurology",10,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
"76","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","AP410","Rheumatology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","AP430","Geriatric Medicine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","AP502","Gynaecology",3,6,5,6,4,3,2,3,1,6,4,5,3,2,0,3,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62
"79","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","AP999","Total",65,77,70,72,66,69,71,68,51,70,68,51,54,65,43,41,37,50,8,5,9,5,10,8,3,5,8,0,0,2,0,3,1,1,3,2,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,1167,1167
"80","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","APX01","Other",11,9,4,5,7,0,4,2,4,3,6,3,7,3,6,2,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85
"81","Q30","5J9","DARLINGTON PCT","AP100","General Surgery",4,4,4,6,8,6,6,5,8,8,8,6,3,5,3,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92,92
"82","Q30","5J9","DARLINGTON PCT","AP101","Urology",1,0,5,3,6,3,3,1,4,1,2,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36
"83","Q30","5J9","DARLINGTON PCT","AP110","Trauma & Orthopaedics",0,2,1,4,5,3,8,8,8,11,4,3,9,2,5,4,1,2,2,0,0,2,1,0,3,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,95,95
"84","Q30","5J9","DARLINGTON PCT","AP120","ENT",4,1,2,4,0,2,2,5,6,4,4,2,1,1,4,2,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51
"85","Q30","5J9","DARLINGTON PCT","AP130","Ophthalmology",33,1,3,1,1,3,1,1,1,3,3,4,6,8,5,6,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,90
"86","Q30","5J9","DARLINGTON PCT","AP140","Oral Surgery",1,0,2,2,0,0,3,5,2,3,1,1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30
"87","Q30","5J9","DARLINGTON PCT","AP150","Neurosurgery",1,0,1,1,1,3,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
"88","Q30","5J9","DARLINGTON PCT","AP160","Plastic Surgery",0,0,0,0,1,3,1,1,1,1,1,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
"89","Q30","5J9","DARLINGTON PCT","AP170","Cardiothoracic Surgery",3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
