"","SHA Code","PCT Code","PCT Name","Treatment Function Code","Treatment Function",">0-1",">1-2",">2-3",">3-4",">4-5",">5-6",">6-7",">7-8",">8-9",">9-10",">10-11",">11-12",">12-13",">13-14",">14-15",">15-16",">16-17",">17-18",">18-19",">19-20",">20-21",">21-22",">22-23",">23-24",">24-25",">25-26",">26-27",">27-28",">28-29",">29-30",">30-31",">31-32",">32-33",">33-34",">34-35",">35-36",">36-37",">37-38",">38-39",">39-40",">40-41",">41-42",">42-43",">43-44",">44-45",">45-46",">46-47",">47-48",">48-49",">49-50",">50-51",">51-52","52 plus","Total number of incomplete pathways","Total within 18 weeks","% within 18 weeks"
"11","Q30","5D7","NEWCASTLE PCT","IP301","Gastroenterology",1,8,8,9,3,9,5,11,3,11,7,8,6,5,3,1,6,6,8,1,1,0,0,1,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,127,110,0.866141732283465
"12","Q30","5D7","NEWCASTLE PCT","IP320","Cardiology",2,8,34,12,26,7,17,15,9,10,10,8,11,6,4,6,4,0,5,2,4,1,1,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,5,216,189,0.875
"13","Q30","5D7","NEWCASTLE PCT","IP330","Dermatology",7,6,4,9,5,12,14,22,13,17,14,9,12,15,6,5,7,5,3,4,2,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,205,182,0.88780487804878
"14","Q30","5D7","NEWCASTLE PCT","IP340","Thoracic Medicine",0,2,7,5,1,3,8,5,3,3,2,2,3,1,2,2,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,51,0.927272727272727
"15","Q30","5D7","NEWCASTLE PCT","IP400","Neurology",1,5,2,1,1,5,16,9,10,4,6,3,6,1,0,2,5,3,6,1,2,5,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,101,80,0.792079207920792
"16","Q30","5D7","NEWCASTLE PCT","IP410","Rheumatology",2,4,6,8,4,5,16,6,13,9,11,8,5,2,4,2,5,5,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,122,115,0.942622950819672
"17","Q30","5D7","NEWCASTLE PCT","IP430","Geriatric Medicine",3,4,6,5,7,0,3,3,8,5,2,5,4,2,4,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,72,69,0.958333333333333
"18","Q30","5D7","NEWCASTLE PCT","IP502","Gynaecology",25,44,43,34,35,49,58,43,55,47,60,20,26,22,20,13,15,8,6,8,5,8,6,4,2,3,3,1,3,3,1,0,2,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,22,701,617,0.880171184022825
"19","Q30","5D7","NEWCASTLE PCT","IP999","Total",183,348,438,413,415,445,475,468,404,489,522,374,398,278,294,246,214,123,153,118,84,98,62,66,63,41,38,49,47,25,24,18,22,16,22,27,13,11,11,11,8,9,9,8,13,3,10,4,4,9,9,2,271,7905,6527,0.825679949399114
"20","Q30","5D7","NEWCASTLE PCT","IPX01","Other",28,60,87,79,107,100,90,74,56,71,81,60,58,48,55,37,34,13,25,17,16,19,11,15,12,7,3,12,8,3,3,5,2,5,7,7,1,5,2,4,1,3,2,3,4,0,2,3,1,1,2,0,55,1404,1138,0.810541310541311
"21","Q30","5D8","NORTH TYNESIDE PCT","IP100","General Surgery",82,134,84,71,74,71,59,62,40,38,49,54,58,44,31,26,11,9,6,9,3,4,6,8,2,3,3,3,3,1,3,1,1,2,2,1,0,0,0,1,0,0,1,0,0,2,0,0,1,2,0,0,2,1067,997,0.934395501405811
"22","Q30","5D8","NORTH TYNESIDE PCT","IP101","Urology",9,16,38,31,31,29,37,25,21,24,13,23,9,17,14,11,5,4,5,1,3,4,1,3,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,8,389,357,0.917737789203085
"23","Q30","5D8","NORTH TYNESIDE PCT","IP110","Trauma & Orthopaedics",62,114,116,102,97,100,78,84,80,80,71,67,76,47,38,45,31,18,21,16,12,5,7,8,7,5,3,8,0,2,4,1,1,2,0,3,3,1,4,1,1,2,0,1,0,1,1,0,0,1,0,0,9,1436,1306,0.909470752089136
"24","Q30","5D8","NORTH TYNESIDE PCT","IP120","ENT",6,10,11,19,16,30,34,26,35,46,35,42,27,27,19,12,15,9,6,8,2,3,7,4,4,2,2,3,3,3,6,2,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,16,497,419,0.843058350100604
"25","Q30","5D8","NORTH TYNESIDE PCT","IP130","Ophthalmology",6,7,5,10,17,11,21,12,7,15,18,17,25,24,25,21,14,9,5,0,8,2,6,3,1,2,2,1,1,0,0,1,3,2,0,1,1,0,0,2,1,1,1,0,2,0,0,1,0,1,0,0,56,368,264,0.717391304347826
"26","Q30","5D8","NORTH TYNESIDE PCT","IP140","Oral Surgery",2,4,14,12,9,7,14,23,22,16,25,28,23,17,13,9,7,7,6,6,3,2,2,2,4,3,3,4,0,3,1,0,3,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,304,252,0.828947368421053
"27","Q30","5D8","NORTH TYNESIDE PCT","IP150","Neurosurgery",1,0,4,2,0,2,9,4,3,0,4,7,4,5,4,6,1,3,2,5,5,2,2,0,2,1,1,1,1,0,0,2,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,93,59,0.634408602150538
"28","Q30","5D8","NORTH TYNESIDE PCT","IP160","Plastic Surgery",3,7,3,5,10,1,8,15,10,6,10,4,3,7,7,5,6,3,3,5,2,2,2,4,7,0,4,0,3,1,0,0,1,0,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,17,170,113,0.664705882352941
"29","Q30","5D8","NORTH TYNESIDE PCT","IP170","Cardiothoracic Surgery",1,1,1,1,0,1,0,1,1,1,3,2,1,0,0,1,1,0,0,0,0,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,16,0.666666666666667
"30","Q30","5D8","NORTH TYNESIDE PCT","IP300","General Medicine",77,128,89,106,84,71,56,33,36,45,29,48,37,43,35,13,12,6,5,4,4,2,2,2,6,2,1,2,0,1,2,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,988,948,0.959514170040486
"31","Q30","5D8","NORTH TYNESIDE PCT","IP301","Gastroenterology",0,7,4,4,1,3,4,2,0,0,0,2,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,0.857142857142857
"32","Q30","5D8","NORTH TYNESIDE PCT","IP320","Cardiology",0,1,6,4,0,9,2,4,4,3,8,3,4,2,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,58,53,0.913793103448276
"33","Q30","5D8","NORTH TYNESIDE PCT","IP330","Dermatology",8,12,10,9,8,8,6,25,10,11,9,7,9,15,16,6,5,4,4,3,1,2,1,4,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,199,178,0.894472361809045
"34","Q30","5D8","NORTH TYNESIDE PCT","IP340","Thoracic Medicine",0,0,5,2,0,2,3,1,1,0,1,1,1,1,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0.958333333333333
"35","Q30","5D8","NORTH TYNESIDE PCT","IP400","Neurology",0,1,1,2,2,1,3,10,7,0,3,4,0,3,2,2,3,2,6,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,62,46,0.741935483870968
"36","Q30","5D8","NORTH TYNESIDE PCT","IP410","Rheumatology",7,19,15,18,12,19,13,9,11,8,25,22,3,11,8,10,7,3,1,2,1,3,0,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,235,220,0.936170212765957
"37","Q30","5D8","NORTH TYNESIDE PCT","IP430","Geriatric Medicine",13,22,18,13,15,10,5,8,9,9,8,5,6,5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,153,0.993506493506494
"38","Q30","5D8","NORTH TYNESIDE PCT","IP502","Gynaecology",67,65,56,64,55,44,45,44,39,20,21,23,20,9,7,6,10,6,5,1,2,0,0,3,0,1,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3,625,601,0.9616
"39","Q30","5D8","NORTH TYNESIDE PCT","IP999","Total",384,638,582,588,528,494,447,440,399,358,383,416,344,316,256,209,149,97,94,72,55,48,45,51,42,28,32,27,18,15,17,8,17,13,4,10,14,5,9,8,8,7,10,2,7,6,1,4,4,4,2,3,156,7874,7028,0.89255778511557
"40","Q30","5D8","NORTH TYNESIDE PCT","IPX01","Other",40,90,102,113,97,75,50,52,63,36,51,57,38,39,30,34,13,13,18,8,7,14,6,7,5,7,7,3,3,3,0,0,4,1,2,1,3,2,3,2,4,1,3,0,1,2,0,1,1,0,0,2,32,1146,993,0.866492146596859
"41","Q30","5D9","HARTLEPOOL PCT","IP100","General Surgery",55,57,70,68,37,44,39,35,25,24,12,20,19,13,10,10,10,10,5,4,3,5,4,3,0,0,5,2,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,597,558,0.934673366834171
"42","Q30","5D9","HARTLEPOOL PCT","IP101","Urology",18,29,16,18,15,22,17,15,9,7,5,2,5,7,5,4,1,0,1,0,5,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,213,195,0.915492957746479
"43","Q30","5D9","HARTLEPOOL PCT","IP110","Trauma & Orthopaedics",65,73,82,100,98,124,89,75,44,58,58,53,32,47,20,20,8,4,6,4,3,4,4,3,1,0,0,2,2,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1085,1050,0.967741935483871
"44","Q30","5D9","HARTLEPOOL PCT","IP120","ENT",28,17,30,44,52,43,30,23,22,8,18,16,5,13,15,4,8,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,378,0.992125984251969
"45","Q30","5D9","HARTLEPOOL PCT","IP130","Ophthalmology",22,18,72,66,49,39,20,35,26,13,11,14,10,11,4,5,1,2,5,3,1,1,2,5,1,1,0,0,0,0,3,4,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,450,418,0.928888888888889
"46","Q30","5D9","HARTLEPOOL PCT","IP140","Oral Surgery",10,16,8,13,14,13,10,15,17,13,9,7,3,9,4,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,162,0.981818181818182
"47","Q30","5D9","HARTLEPOOL PCT","IP150","Neurosurgery",1,0,2,0,0,3,4,1,1,1,2,2,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,1
"48","Q30","5D9","HARTLEPOOL PCT","IP160","Plastic Surgery",7,12,9,17,11,18,10,13,14,14,14,12,9,8,10,8,8,10,1,2,2,0,2,0,2,1,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,223,204,0.914798206278027
"49","Q30","5D9","HARTLEPOOL PCT","IP170","Cardiothoracic Surgery",0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1
"50","Q30","5D9","HARTLEPOOL PCT","IP300","General Medicine",28,32,33,36,25,18,26,10,5,5,11,7,10,6,9,4,7,3,4,8,9,2,0,3,2,6,0,0,1,2,0,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,321,275,0.856697819314642
"51","Q30","5D9","HARTLEPOOL PCT","IP301","Gastroenterology",15,14,25,15,14,10,9,11,10,4,7,2,4,8,4,3,3,1,0,2,2,5,0,1,0,0,1,1,0,2,1,1,1,0,0,2,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,3,189,159,0.841269841269841
"52","Q30","5D9","HARTLEPOOL PCT","IP320","Cardiology",9,27,10,10,11,11,8,2,5,2,5,3,4,4,3,5,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,127,124,0.976377952755906
"53","Q30","5D9","HARTLEPOOL PCT","IP330","Dermatology",14,13,24,26,17,14,13,12,13,6,4,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,166,1
"54","Q30","5D9","HARTLEPOOL PCT","IP340","Thoracic Medicine",0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
"55","Q30","5D9","HARTLEPOOL PCT","IP400","Neurology",5,5,9,9,7,10,7,6,7,8,4,6,2,2,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,1
"56","Q30","5D9","HARTLEPOOL PCT","IP410","Rheumatology",10,9,8,6,3,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,1
"57","Q30","5D9","HARTLEPOOL PCT","IP430","Geriatric Medicine",6,7,13,12,7,6,7,4,2,1,2,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,72,0.972972972972973
"58","Q30","5D9","HARTLEPOOL PCT","IP502","Gynaecology",20,41,30,20,31,15,18,16,19,12,3,12,3,5,5,4,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,262,257,0.980916030534351
"59","Q30","5D9","HARTLEPOOL PCT","IP999","Total",333,412,490,505,429,428,337,300,245,187,176,181,127,149,99,83,60,44,24,26,29,21,14,17,10,8,13,10,6,5,9,5,4,6,2,5,2,5,2,2,1,1,1,4,2,1,0,0,0,3,2,0,10,4835,4585,0.948293691830403
"60","Q30","5D9","HARTLEPOOL PCT","IPX01","Other",20,42,49,45,37,38,26,24,26,9,9,17,15,10,3,7,7,5,1,1,3,2,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,404,389,0.962871287128713
"61","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP100","General Surgery",74,98,109,107,95,75,71,73,44,29,35,34,28,32,17,12,14,13,6,11,6,8,9,2,4,3,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1020,960,0.941176470588235
"62","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP101","Urology",40,48,46,32,54,32,33,17,21,19,22,19,9,10,13,8,6,5,3,1,2,2,3,1,1,0,2,2,0,0,0,1,2,3,1,1,1,0,0,2,0,2,0,0,0,0,2,0,1,0,0,2,0,469,434,0.925373134328358
"63","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP110","Trauma & Orthopaedics",71,107,167,230,167,186,181,147,124,125,103,111,70,78,65,56,29,21,11,6,12,11,5,6,8,5,8,2,2,3,5,2,2,3,0,2,2,1,1,1,3,1,0,1,1,0,0,1,1,0,0,1,1,2146,2038,0.949673811742777
"64","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP120","ENT",62,49,75,86,84,79,91,66,78,69,47,45,37,24,32,33,31,10,5,2,4,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,998,0.98422090729783
"65","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP130","Ophthalmology",37,63,89,131,106,77,93,74,71,40,52,42,25,21,29,18,13,11,8,5,2,2,7,2,2,1,4,0,2,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1033,992,0.960309777347531
"66","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP140","Oral Surgery",9,15,23,25,25,26,14,10,8,14,12,14,13,11,7,2,5,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,243,237,0.975308641975309
"67","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP150","Neurosurgery",3,2,4,2,3,5,5,2,3,2,1,1,2,3,2,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,46,0.92
"68","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP160","Plastic Surgery",8,19,34,34,32,25,14,17,16,20,19,20,15,17,11,9,4,15,5,3,3,2,2,4,0,4,1,2,0,0,0,1,0,2,0,2,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,368,329,0.894021739130435
"69","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP170","Cardiothoracic Surgery",0,1,4,1,2,2,1,2,1,1,0,2,2,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,0.961538461538462
"70","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP300","General Medicine",33,48,37,30,22,20,26,14,11,18,11,7,12,13,11,8,5,2,7,2,3,6,5,4,4,4,2,1,1,0,1,0,1,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,9,387,328,0.847545219638243
"71","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP301","Gastroenterology",39,83,66,46,41,37,25,26,22,12,13,10,16,10,10,6,7,6,4,7,4,5,4,3,0,2,1,1,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,3,518,475,0.916988416988417
"72","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP320","Cardiology",27,27,54,35,26,18,22,19,14,8,11,11,12,9,5,10,5,8,2,4,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,333,321,0.963963963963964
"73","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP330","Dermatology",25,34,41,43,50,36,43,43,18,16,19,7,5,0,1,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,388,0.994871794871795
"74","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP340","Thoracic Medicine",0,4,5,2,1,1,1,0,0,3,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,1
"75","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP400","Neurology",9,14,33,20,27,19,34,15,15,17,6,14,4,10,5,3,6,3,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,254,0.984496124031008
"76","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP410","Rheumatology",10,13,16,25,12,11,6,3,2,3,1,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,110,0.990990990990991
"77","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP430","Geriatric Medicine",18,20,23,22,9,3,9,4,6,0,2,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,125,0.992063492063492
"78","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP502","Gynaecology",63,81,62,61,55,53,32,36,27,17,13,23,19,10,9,8,11,3,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,583,0.993185689948893
"79","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IP999","Total",558,835,968,1010,889,769,764,614,524,431,393,393,299,272,239,200,158,110,57,50,47,43,43,27,21,23,20,14,9,6,9,6,8,14,4,9,7,2,2,5,3,4,1,1,4,1,4,3,5,2,1,8,23,9912,9426,0.950968523002421
"80","Q30","5E1","STOCKTON-ON-TEES TEACHING PCT","IPX01","Other",30,109,80,78,78,64,63,46,43,18,26,27,27,17,18,19,12,7,4,6,6,5,5,0,0,2,1,4,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,0,5,812,762,0.938423645320197
"81","Q30","5J9","DARLINGTON PCT","IP100","General Surgery",39,51,37,43,32,32,32,26,31,19,23,15,18,9,7,6,7,1,2,4,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,428,0.970521541950113
"82","Q30","5J9","DARLINGTON PCT","IP101","Urology",21,29,22,29,14,10,26,18,14,7,8,8,11,6,4,4,3,3,1,1,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,248,237,0.955645161290323
"83","Q30","5J9","DARLINGTON PCT","IP110","Trauma & Orthopaedics",53,55,74,84,65,60,56,48,36,37,47,36,24,14,21,7,8,3,4,6,6,2,2,2,1,2,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,761,728,0.956636005256242
"84","Q30","5J9","DARLINGTON PCT","IP120","ENT",30,15,20,17,14,13,9,11,13,10,14,7,11,4,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,191,0.984536082474227
"85","Q30","5J9","DARLINGTON PCT","IP130","Ophthalmology",52,63,59,45,44,52,44,35,33,28,30,11,12,7,8,9,4,1,3,4,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,551,537,0.97459165154265
